id,telegram_id,symbol,status,old_pnl_usdt,new_pnl_usdt,delta,db_order_id,open_order_id,close_order_id,opened_at,closed_at
595,312485564,SOLUSDT,max_hold_time_exceeded,0.0,2.3248724,2.3248724,2043723870691438592,2043723870691438592,2043731461458935808,2026-04-13T16:11:59.626583+00:00,2026-04-13T16:42:06.441946+00:00
585,6954315669,SOLUSDT,max_hold_time_exceeded,0.0,0.1622004,0.1622004,2043723869496147968,2043723869496147968,2043731461404459008,2026-04-13T16:11:57.632148+00:00,2026-04-13T16:42:06.626257+00:00
586,7675185179,SOLUSDT,max_hold_time_exceeded,0.0,0.540668,0.540668,2043723869907210240,2043723869907210240,2043731461454786560,2026-04-13T16:11:58.167121+00:00,2026-04-13T16:42:06.799265+00:00
396,801937545,ETHUSDT,closed_manual,0.0,-0.59039806,-0.59039806,,2040778312670621696,7236132847287823857,2026-04-05T13:07:21.975797+00:00,2026-04-13T08:49:58.936368+00:00
594,8030312242,SOLUSDT,max_hold_time_exceeded,0.0,0.135167,0.135167,2043723870553026560,2043723870553026560,2043731462012583936,2026-04-13T16:11:59.498962+00:00,2026-04-13T16:42:07.345706+00:00
397,985106924,ETHUSDT,closed_manual,0.0,-8.79983529,-8.79983529,,2040778315241730048,7261202753011928450,2026-04-05T13:07:22.170816+00:00,2026-04-13T08:49:58.936368+00:00
593,1766523174,SOLUSDT,max_hold_time_exceeded,0.0,0.056133600000000006,0.056133600000000006,2043723870569807872,2043723870569807872,2043731462134222848,2026-04-13T16:11:59.361855+00:00,2026-04-13T16:42:07.498727+00:00
475,8429733088,SOLUSDT,sideways_max_hold_exceeded,0.0,-0.06758072,-0.06758072,,2042196753734545408,2042197335023144960,2026-04-09T11:03:43.057866+00:00,2026-04-09T11:06:02.024031+00:00
590,2107355248,SOLUSDT,max_hold_time_exceeded,0.0,0.6758350000000001,0.6758350000000001,2043723870486024192,2043723870486024192,2043731462159413248,2026-04-13T16:11:58.954187+00:00,2026-04-13T16:42:07.669581+00:00
476,312485564,SOLUSDT,sideways_max_hold_exceeded,-0.3541051,-0.061133599999999996,0.2929715,,2042197191359827968,2042197788486148096,2026-04-09T11:05:27.370872+00:00,2026-04-09T11:07:49.914347+00:00
493,8429733088,ETHUSDT,sideways_max_hold_exceeded,1.17284903,-0.123304794,-1.2961538240000001,,2042213390252634112,2042214023512834048,2026-04-09T12:09:49.488048+00:00,2026-04-09T12:12:20.751716+00:00
644,2107355248,ADAUSDT,closed_manual,0.0,-5.827706880000001,-5.827706880000001,2043773446161027072,2043773446161027072,8203797159819122784,2026-04-13T19:28:59.735325+00:00,2026-04-14T02:21:20.805451+00:00
519,7675185179,DOTUSDT,closed_manual,0.0,-0.43898476193691477,-0.43898476193691477,,2042384989228478464,4097493758857615432,2026-04-09T23:31:44.954902+00:00,2026-04-13T08:49:58.936368+00:00
602,6954315669,UNIUSDT,closed_manual,0.0,-0.15247439999999998,-0.15247439999999998,2043749753884114944,2043749753884114944,6058865824446123864,2026-04-13T17:54:51.956009+00:00,2026-04-13T19:41:04.137925+00:00
465,8429733088,UNIUSDT,sideways_max_hold_exceeded,0.0,-0.0658196,-0.0658196,,2042134055369961472,2042134622750224384,2026-04-09T06:54:36.451853+00:00,2026-04-09T06:56:49.934025+00:00
600,8030312242,UNIUSDT,closed_manual,0.0,-0.11435580000000001,-0.11435580000000001,2043749753418551296,2043749753418551296,9013395607556873136,2026-04-13T17:54:51.697582+00:00,2026-04-13T19:41:07.538312+00:00
477,8429733088,LINKUSDT,sideways_max_hold_exceeded,-0.35863699,-0.08971103999999999,0.26892594999999997,,2042209915884154880,2042210472455692288,2026-04-09T11:56:02.05048+00:00,2026-04-09T11:58:14.092446+00:00
481,312485564,LINKUSDT,sideways_max_hold_exceeded,0.1665343,-0.04372992,-0.21026422,,2042210393946660864,2042211050044899328,2026-04-09T11:57:55.293452+00:00,2026-04-09T12:00:31.850987+00:00
490,2107355248,XRPUSDT,sideways_max_hold_exceeded,0.04656498,-0.005766708000000001,-0.052331688,,2042211903640297472,2042212534744616960,2026-04-09T12:03:55.069138+00:00,2026-04-09T12:06:26.73516+00:00
491,312485564,XRPUSDT,sideways_max_hold_exceeded,0.62685306,-0.050605566000000005,-0.677458626,,2042211907108900864,2042212543707844608,2026-04-09T12:03:56.040987+00:00,2026-04-09T12:06:28.074716+00:00
606,1187119989,UNIUSDT,closed_manual,0.0,-0.063531,-0.063531,2043749753909248000,2043749753909248000,3362664100813420521,2026-04-13T17:54:52.95197+00:00,2026-04-13T19:41:09.481158+00:00
457,985106924,ETHUSDT,closed_manual,0.0,-7.5936,-7.5936,2041826873105489920,2041826873105489920,7261202753011928450,2026-04-08T10:33:56.582685+00:00,2026-04-13T08:49:58.936368+00:00
431,312485564,ADAUSDT,closed_manual,0.0,-30.85070394,-30.85070394,,2041159740822466560,6351579215306593999,2026-04-06T14:22:59.887129+00:00,2026-04-13T08:49:58.936368+00:00
408,8429733088,SOLUSDT,closed_manual,0.0,5.6641636,5.6641636,2040817206745174016,2040817206745174016,2043731461404409856,2026-04-05T15:41:53.357618+00:00,2026-04-13T08:49:58.936368+00:00
409,8429733088,XRPUSDT,closed_manual,0.0,-0.26671112,-0.26671112,2040817417806782464,2040817417806782464,2044471346801197056,2026-04-05T15:42:43.680293+00:00,2026-04-13T08:49:58.936368+00:00
605,1766523174,UNIUSDT,closed_manual,0.0,-0.11435580000000001,-0.11435580000000001,2043749753926045696,2043749753926045696,692411306515382744,2026-04-13T17:54:52.817006+00:00,2026-04-13T19:41:10.465871+00:00
429,801937545,DOGEUSDT,closed_manual,0.0,-0.051422228,-0.051422228,,2041149237874237440,2042250555976089600,2026-04-06T13:41:15.868079+00:00,2026-04-13T08:49:58.936368+00:00
430,312485564,DOGEUSDT,closed_manual,0.0,4.807042266000001,4.807042266000001,,2041149638333747200,2944265325769651820,2026-04-06T13:42:51.27192+00:00,2026-04-13T08:49:58.936368+00:00
